FSSSI,CERTHHSZ,FSSLTDED,FSERNDED,FSUSIZE,FSDIS,REALPROP,FSERNDE2,SHELDED,FSGA,FSSTDDE2,FSNETINC,TPOV,LIQRESOR,FSASSET,RAWNET,FSNONCIT,FSNELDER,FSGRINC,FSTANF,WRK_POOR,FSEARN,FSSLTDE2,TANF_IND,FSWAGES,FSUNEARN,HWGT,FSTOTDE2,FSTOTDED,RAWERND,CAT_ELIG,VEHICLEA,FSVEHAST
0.0,3.0,232.0,0.0,3.0,0.0,0.0,0.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971.0467929082016,0.0,366.0,0.0,0.0,1.0,0.0
0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,134.0,176.0,28.0,0.0,0.0,176.0,0.0,0.0,310.0,310.0,0.0,0.0,0.0,1.0,0.0,310.0,986.9178495864456,134.0,134.0,0.0,1.0,1.0,0.0
623.0,2.0,186.0,0.0,2.0,1.0,0.0,0.0,187.0,0.0,201.0,303.0,57.0,0.0,0.0,303.0,0.0,0.0,623.0,0.0,0.0,0.0,186.0,0.0,0.0,623.0,999.3939177793455,320.0,320.0,0.0,0.0,1.0,0.0
0.0,2.0,158.0,31.0,2.0,1.0,0.0,47.0,158.0,0.0,201.0,990.0,119.0,0.0,0.0,989.0,0.0,0.0,1313.0,0.0,1.0,159.0,158.0,0.0,159.0,1154.0,1059.47603565568,323.0,323.0,32.0,0.0,1.0,0.0
0.0,3.0,232.0,0.0,3.0,0.0,0.0,0.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971.0467929082016,0.0,366.0,0.0,0.0,1.0,0.0
110.0,1.0,45.0,0.0,1.0,0.0,0.0,0.0,46.0,0.0,179.0,464.0,79.0,134.0,134.0,464.0,1.0,1.0,643.0,0.0,0.0,0.0,45.0,0.0,0.0,643.0,1015.2649744575896,179.0,179.0,0.0,1.0,1.0,0.0
0.0,3.0,388.0,184.0,3.0,0.0,0.0,276.0,388.0,0.0,201.0,218.0,67.0,0.0,0.0,217.0,0.0,0.0,924.0,0.0,1.0,924.0,388.0,0.0,924.0,0.0,992.3874358697412,706.0,706.0,185.0,0.0,1.0,0.0
0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,969.5170176331903,0.0,134.0,0.0,1.0,1.0,0.0
0.0,2.0,244.0,0.0,2.0,1.0,0.0,0.0,244.0,0.0,201.0,762.0,109.0,0.0,0.0,762.0,0.0,0.0,1199.0,0.0,0.0,0.0,244.0,0.0,0.0,1199.0,1044.7017443746142,437.0,437.0,0.0,0.0,1.0,0.0
0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,139.0,205.0,21.0,0.0,0.0,205.0,0.0,0.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0,997.5287045690133,139.0,139.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,969.6288302782973,0.0,134.0,0.0,0.0,1.0,0.0
0.0,2.0,417.0,41.0,2.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,1.0,206.0,31.0,0.0,206.0,0.0,969.5170176331903,206.0,592.0,41.0,0.0,1.0,0.0
0.0,5.0,10.0,151.0,5.0,0.0,0.0,161.0,10.0,0.0,172.0,434.0,39.0,0.0,0.0,433.0,0.0,0.0,757.0,0.0,1.0,757.0,10.0,0.0,757.0,0.0,1030.2486503262746,323.0,323.0,151.0,0.0,1.0,0.0
0.0,1.0,192.0,0.0,1.0,0.0,0.0,0.0,192.0,0.0,125.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,116.0,0.0,0.0,250.0,969.6288302782973,250.0,326.0,0.0,0.0,1.0,0.0
8.0,1.0,95.0,0.0,1.0,0.0,0.0,0.0,96.0,0.0,201.0,414.0,79.0,0.0,0.0,414.0,0.0,1.0,643.0,0.0,0.0,0.0,95.0,0.0,0.0,643.0,1010.3402106972342,229.0,229.0,0.0,1.0,1.0,0.0
0.0,3.0,76.0,0.0,3.0,0.0,0.0,0.0,76.0,0.0,201.0,235.0,32.0,259.0,259.0,235.0,0.0,0.0,445.0,0.0,0.0,0.0,76.0,0.0,0.0,445.0,994.3573413738832,210.0,210.0,0.0,0.0,1.0,0.0
0.0,4.0,356.0,142.0,4.0,0.0,0.0,213.0,357.0,0.0,208.0,585.0,73.0,44.0,44.0,583.0,0.0,0.0,1222.0,0.0,1.0,714.0,356.0,0.0,714.0,508.0,1034.9569091477133,637.0,637.0,143.0,0.0,1.0,0.0
0.0,3.0,417.0,0.0,3.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971.0467929082016,0.0,551.0,0.0,0.0,1.0,0.0
0.0,5.0,0.0,301.0,5.0,0.0,0.0,301.0,0.0,0.0,162.0,1042.0,77.0,0.0,0.0,1042.0,0.0,0.0,1505.0,0.0,1.0,1505.0,0.0,0.0,1505.0,0.0,1090.3307682026089,463.0,463.0,301.0,0.0,1.0,0.0
0.0,5.0,213.0,0.0,5.0,0.0,0.0,0.0,213.0,0.0,243.0,173.0,28.0,0.0,0.0,173.0,1.0,0.0,548.0,548.0,0.0,0.0,213.0,1.0,0.0,548.0,1004.6398787724272,375.0,375.0,0.0,1.0,1.0,0.0
0.0,1.0,267.0,0.0,1.0,0.0,0.0,0.0,267.0,0.0,200.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,266.0,0.0,0.0,400.0,969.6288302782973,400.0,401.0,0.0,0.0,1.0,0.0
0.0,4.0,27.0,0.0,4.0,1.0,0.0,0.0,26.0,0.0,166.0,741.0,54.0,0.0,0.0,743.0,0.0,0.0,907.0,0.0,0.0,0.0,27.0,0.0,0.0,907.0,1050.0595180128028,166.0,166.0,0.0,0.0,1.0,0.0
0.0,3.0,115.0,91.0,3.0,0.0,0.0,136.0,116.0,0.0,201.0,118.0,33.0,0.0,0.0,117.0,0.0,0.0,458.0,0.0,1.0,458.0,115.0,0.0,458.0,0.0,982.5379083490308,340.0,340.0,92.0,0.0,1.0,0.0
213.0,1.0,87.0,0.0,1.0,0.0,0.0,0.0,87.0,0.0,201.0,422.0,79.0,0.0,0.0,421.0,0.0,1.0,643.0,0.0,0.0,0.0,87.0,0.0,0.0,643.0,1011.3251634493053,221.0,221.0,0.0,1.0,1.0,0.0
623.0,2.0,125.0,0.0,2.0,0.0,0.0,0.0,125.0,0.0,201.0,595.0,78.0,0.0,0.0,595.0,1.0,1.0,854.0,231.0,0.0,0.0,125.0,1.0,0.0,854.0,1028.28586517343,259.0,259.0,0.0,1.0,1.0,0.0
0.0,1.0,369.0,15.0,1.0,0.0,0.0,0.0,385.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,272.0,194.0,1.0,78.0,123.0,1.0,0.0,194.0,969.6288302782973,272.0,518.0,16.0,1.0,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,969.6288302782973,0.0,134.0,0.0,0.0,1.0,0.0
0.0,3.0,171.0,232.0,3.0,0.0,0.0,348.0,172.0,0.0,201.0,626.0,84.0,0.0,0.0,625.0,0.0,0.0,1163.0,0.0,1.0,1163.0,171.0,0.0,1163.0,0.0,1032.7704987046543,537.0,537.0,233.0,0.0,1.0,0.0
0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,134.0,490.0,45.0,271.0,271.0,490.0,0.0,0.0,624.0,0.0,0.0,0.0,0.0,0.0,0.0,624.0,1019.3094777596834,134.0,134.0,0.0,0.0,1.0,0.0
623.0,2.0,135.0,0.0,2.0,1.0,0.0,0.0,135.0,0.0,201.0,585.0,78.0,0.0,0.0,585.0,0.0,0.0,854.0,231.0,0.0,0.0,135.0,1.0,0.0,854.0,1027.3009124213588,269.0,269.0,0.0,1.0,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,969.6288302782973,0.0,134.0,0.0,0.0,1.0,0.0
0.0,5.0,0.0,154.0,5.0,0.0,0.0,154.0,0.0,0.0,162.0,743.0,54.0,0.0,0.0,742.0,0.0,0.0,1059.0,285.0,1.0,774.0,0.0,1.0,0.0,285.0,1060.7821856404776,316.0,316.0,155.0,1.0,1.0,0.0
0.0,2.0,0.0,99.0,2.0,0.0,0.0,99.0,0.0,0.0,134.0,477.0,65.0,0.0,0.0,477.0,0.0,0.0,710.0,0.0,1.0,495.0,0.0,0.0,0.0,215.0,1016.4664321485773,233.0,233.0,99.0,0.0,1.0,0.0
6.0,1.0,227.0,0.0,1.0,0.0,0.0,0.0,228.0,0.0,201.0,282.0,79.0,0.0,0.0,282.0,0.0,1.0,643.0,0.0,0.0,0.0,227.0,0.0,0.0,643.0,997.5358249203103,361.0,361.0,0.0,1.0,1.0,0.0
0.0,3.0,79.0,0.0,3.0,0.0,0.0,0.0,80.0,0.0,201.0,256.0,34.0,0.0,0.0,256.0,0.0,0.0,469.0,469.0,0.0,0.0,79.0,1.0,0.0,469.0,989.278434428246,213.0,213.0,0.0,0.0,1.0,0.0
623.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,134.0,489.0,76.0,0.0,0.0,489.0,0.0,0.0,623.0,0.0,0.0,0.0,0.0,0.0,0.0,623.0,1058.8424449178592,134.0,134.0,0.0,1.0,1.0,0.0
0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,855.0144646963968,100.0,134.0,0.0,0.0,1.0,0.0
0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,134.0,95.0,21.0,0.0,0.0,95.0,0.0,0.0,229.0,229.0,0.0,0.0,0.0,1.0,0.0,229.0,898.2068283169482,134.0,134.0,0.0,1.0,1.0,0.0
230.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,134.0,509.0,79.0,0.0,0.0,509.0,0.0,1.0,643.0,0.0,0.0,0.0,0.0,0.0,0.0,643.0,1058.8424449178592,134.0,134.0,0.0,1.0,1.0,0.0
0.0,1.0,417.0,0.0,1.0,0.0,0.0,0.0,417.0,0.0,50.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,467.0,0.0,0.0,0.0,333.0,0.0,0.0,467.0,842.880626621557,467.0,551.0,0.0,0.0,1.0,0.0
0.0,3.0,144.0,80.0,3.0,0.0,0.0,120.0,144.0,0.0,201.0,432.0,57.0,0.0,0.0,431.0,0.0,0.0,790.0,0.0,1.0,400.0,144.0,0.0,400.0,390.0,1068.2162025321934,358.0,358.0,80.0,1.0,1.0,0.0
0.0,5.0,56.0,179.0,5.0,0.0,0.0,235.0,57.0,0.0,218.0,502.0,46.0,5.0,5.0,500.0,0.0,0.0,899.0,0.0,1.0,899.0,56.0,0.0,899.0,0.0,1199.7200918608478,397.0,397.0,180.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,842.8806266215569,0.0,134.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,1.0,60.0,0.0,0.0,0.0,0.0,842.8806266215569,60.0,146.0,12.0,0.0,1.0,0.0
0.0,6.0,412.0,0.0,6.0,0.0,0.0,0.0,413.0,0.0,279.0,27.0,28.0,0.0,0.0,27.0,0.0,0.0,625.0,0.0,0.0,0.0,412.0,0.0,0.0,625.0,1007.807246370111,598.0,598.0,0.0,0.0,1.0,0.0
0.0,1.0,270.0,0.0,1.0,0.0,0.0,0.0,270.0,0.0,201.0,254.0,81.0,0.0,0.0,254.0,0.0,1.0,658.0,0.0,0.0,0.0,270.0,0.0,0.0,658.0,956.0744072301487,404.0,404.0,0.0,0.0,1.0,0.0
385.0,1.0,66.0,20.0,1.0,1.0,0.0,30.0,66.0,0.0,200.0,265.0,59.0,0.0,0.0,265.0,0.0,0.0,485.0,0.0,1.0,100.0,66.0,0.0,0.0,385.0,962.0319746483168,220.0,220.0,20.0,1.0,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,842.8806266215569,0.0,134.0,0.0,0.0,1.0,0.0
0.0,1.0,276.0,0.0,1.0,0.0,0.0,0.0,277.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,195.0,0.0,0.0,0.0,61.0,0.0,0.0,195.0,842.8806266215569,195.0,410.0,0.0,0.0,1.0,0.0
623.0,1.0,262.0,0.0,1.0,1.0,0.0,0.0,263.0,0.0,201.0,227.0,76.0,25.0,25.0,227.0,0.0,0.0,623.0,0.0,0.0,0.0,262.0,0.0,0.0,623.0,944.1592724682553,396.0,396.0,0.0,1.0,1.0,0.0
417.0,1.0,290.0,0.0,1.0,1.0,0.0,0.0,291.0,0.0,194.0,0.0,51.0,0.0,0.0,0.0,1.0,0.0,417.0,0.0,0.0,0.0,283.0,0.0,0.0,417.0,842.8806266215569,417.0,424.0,0.0,1.0,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,134.0,577.0,87.0,186.0,186.0,577.0,0.0,1.0,711.0,0.0,0.0,0.0,0.0,0.0,0.0,711.0,1058.8424449178592,134.0,134.0,0.0,0.0,1.0,0.0
0.0,6.0,417.0,0.0,6.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,995.892111564441,0.0,603.0,0.0,0.0,1.0,0.0
0.0,2.0,417.0,0.0,2.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,855.0144646963968,0.0,551.0,0.0,0.0,1.0,0.0
447.0,6.0,0.0,274.0,6.0,1.0,0.0,274.0,0.0,0.0,186.0,1751.0,99.0,0.0,0.0,1751.0,0.0,0.0,2211.0,0.0,1.0,1372.0,0.0,0.0,944.0,839.0,1777.8228330454428,460.0,460.0,274.0,0.0,1.0,0.0
415.0,6.0,109.0,16.0,6.0,1.0,0.0,24.0,109.0,0.0,279.0,187.0,22.0,0.0,0.0,187.0,0.0,0.0,498.0,0.0,1.0,83.0,109.0,0.0,0.0,415.0,1079.29805517693,311.0,311.0,17.0,0.0,1.0,0.0
228.0,1.0,220.0,0.0,1.0,1.0,0.0,0.0,221.0,0.0,201.0,289.0,79.0,0.0,0.0,289.0,0.0,0.0,643.0,0.0,0.0,0.0,220.0,0.0,0.0,643.0,972.4577175966202,354.0,354.0,0.0,1.0,1.0,0.0
0.0,1.0,127.0,0.0,1.0,1.0,0.0,0.0,128.0,0.0,201.0,518.0,95.0,0.0,0.0,518.0,0.0,0.0,779.0,0.0,0.0,0.0,127.0,0.0,0.0,779.0,1058.8424449178592,261.0,261.0,0.0,0.0,1.0,0.0
0.0,3.0,417.0,313.0,3.0,0.0,0.0,314.0,417.0,0.0,134.0,585.0,113.0,32.0,32.0,585.0,0.0,0.0,1565.0,0.0,1.0,1565.0,417.0,0.0,1565.0,0.0,1136.7282276095254,980.0,980.0,313.0,0.0,1.0,0.0
0.0,4.0,169.0,200.0,4.0,0.0,0.0,300.0,170.0,0.0,208.0,496.0,60.0,0.0,0.0,494.0,0.0,0.0,1004.0,0.0,1.0,1004.0,169.0,0.0,717.0,0.0,1136.9469308691096,508.0,508.0,201.0,0.0,1.0,0.0
373.0,1.0,300.0,0.0,1.0,0.0,0.0,0.0,301.0,0.0,201.0,209.0,79.0,0.0,0.0,209.0,0.0,1.0,643.0,0.0,0.0,0.0,300.0,0.0,0.0,643.0,936.7123131988825,434.0,434.0,0.0,1.0,1.0,0.0
0.0,3.0,308.0,214.0,3.0,0.0,0.0,321.0,309.0,0.0,201.0,239.0,92.0,81.0,81.0,239.0,0.0,0.0,1270.0,0.0,1.0,1070.0,308.0,0.0,1070.0,200.0,981.8314752170083,1031.0,1031.0,214.0,0.0,1.0,0.0
623.0,1.0,292.0,0.0,1.0,1.0,0.0,0.0,293.0,0.0,201.0,187.0,76.0,25.0,25.0,187.0,0.0,0.0,623.0,0.0,0.0,0.0,292.0,0.0,0.0,623.0,926.2865702553244,436.0,436.0,0.0,1.0,1.0,0.0
623.0,1.0,362.0,0.0,1.0,1.0,0.0,0.0,363.0,0.0,201.0,127.0,76.0,0.0,0.0,127.0,0.0,0.0,623.0,0.0,0.0,0.0,362.0,0.0,0.0,623.0,899.4775169039169,496.0,496.0,0.0,1.0,1.0,0.0
0.0,3.0,104.0,0.0,3.0,0.0,0.0,0.0,105.0,0.0,201.0,151.0,28.0,0.0,0.0,151.0,0.0,0.0,389.0,389.0,0.0,0.0,104.0,1.0,0.0,389.0,941.6178952192157,238.0,238.0,0.0,1.0,1.0,0.0
0.0,4.0,417.0,137.0,4.0,0.0,0.0,192.0,0.0,0.0,195.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,688.0,0.0,1.0,688.0,412.0,0.0,0.0,0.0,915.027545147168,688.0,693.0,137.0,0.0,1.0,0.0
0.0,5.0,8.0,339.0,5.0,0.0,0.0,347.0,8.0,0.0,170.0,1190.0,87.0,867.0,867.0,1188.0,0.0,0.0,1699.0,0.0,1.0,1699.0,8.0,0.0,1699.0,0.0,1506.534813016348,509.0,509.0,340.0,0.0,1.0,0.0
0.0,6.0,0.0,496.0,6.0,0.0,0.0,496.0,0.0,0.0,186.0,1798.0,111.0,0.0,0.0,1798.0,0.0,0.0,2480.0,0.0,1.0,2480.0,0.0,0.0,2480.0,0.0,1798.6743189435433,682.0,682.0,496.0,0.0,1.0,0.0
0.0,3.0,204.0,0.0,3.0,0.0,0.0,0.0,205.0,0.0,201.0,51.0,28.0,78.0,78.0,51.0,0.0,0.0,389.0,389.0,0.0,0.0,204.0,1.0,0.0,389.0,896.9361397079424,338.0,338.0,0.0,1.0,1.0,0.0
623.0,3.0,357.0,0.0,3.0,1.0,0.0,0.0,358.0,0.0,201.0,442.0,67.0,0.0,0.0,442.0,0.0,0.0,933.0,310.0,0.0,0.0,357.0,1.0,0.0,933.0,1072.6843780773625,491.0,491.0,0.0,1.0,1.0,0.0
468.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,231.0,134.0,565.0,64.0,0.0,0.0,565.0,0.0,0.0,699.0,0.0,0.0,0.0,0.0,0.0,0.0,699.0,1108.2110792439846,134.0,134.0,0.0,1.0,1.0,0.0
0.0,4.0,417.0,401.0,4.0,0.0,0.0,409.0,417.0,0.0,139.0,728.0,120.0,0.0,0.0,728.0,0.0,0.0,2008.0,0.0,1.0,2008.0,417.0,0.0,2008.0,0.0,1239.7149685573313,1280.0,1280.0,402.0,0.0,1.0,0.0
0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874.5952619904158,0.0,134.0,0.0,1.0,1.0,0.0
0.0,4.0,0.0,301.0,4.0,0.0,0.0,301.0,0.0,0.0,139.0,1069.0,91.0,0.0,0.0,1068.0,0.0,0.0,1509.0,0.0,1.0,1509.0,0.0,0.0,1509.0,0.0,1393.1223291234353,440.0,440.0,302.0,0.0,1.0,0.0
623.0,2.0,453.0,0.0,2.0,1.0,0.0,0.0,453.0,0.0,201.0,305.0,81.0,620.0,620.0,304.0,0.0,0.0,892.0,231.0,0.0,0.0,453.0,1.0,0.0,892.0,992.0385148899285,587.0,587.0,0.0,1.0,1.0,0.0
0.0,3.0,0.0,252.0,3.0,0.0,0.0,252.0,0.0,0.0,134.0,878.0,91.0,0.0,0.0,877.0,0.0,0.0,1264.0,0.0,1.0,1264.0,0.0,0.0,1264.0,0.0,1266.3053186120642,386.0,386.0,253.0,0.0,1.0,0.0
0.0,1.0,163.0,0.0,1.0,0.0,0.0,0.0,364.0,560.0,201.0,263.0,69.0,0.0,0.0,62.0,0.0,0.0,560.0,0.0,0.0,0.0,163.0,0.0,0.0,560.0,960.5425827835508,297.0,297.0,0.0,1.0,1.0,0.0
5.0,1.0,427.0,0.0,1.0,1.0,0.0,0.0,429.0,0.0,201.0,82.0,79.0,0.0,0.0,82.0,0.0,0.0,643.0,0.0,0.0,0.0,427.0,0.0,0.0,643.0,880.1154228596279,561.0,561.0,0.0,1.0,1.0,0.0
0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874.5952619904158,0.0,134.0,0.0,0.0,1.0,0.0
0.0,3.0,242.0,0.0,3.0,0.0,0.0,0.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874.5952619904158,0.0,376.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,134.0,783.0,112.0,708.0,708.0,783.0,0.0,0.0,917.0,0.0,0.0,0.0,0.0,0.0,0.0,917.0,1058.8424449178592,134.0,134.0,0.0,0.0,1.0,0.0
0.0,1.0,391.0,0.0,1.0,0.0,0.0,0.0,410.0,0.0,91.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,415.0,231.0,1.0,0.0,281.0,1.0,0.0,415.0,842.8806266215568,415.0,525.0,37.0,1.0,1.0,0.0
0.0,2.0,417.0,0.0,2.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,855.0144646963968,0.0,551.0,0.0,0.0,1.0,0.0
623.0,1.0,109.0,0.0,1.0,1.0,0.0,0.0,110.0,0.0,201.0,380.0,76.0,0.0,0.0,380.0,0.0,0.0,623.0,0.0,0.0,0.0,109.0,0.0,0.0,623.0,1012.6712975929053,243.0,243.0,0.0,1.0,1.0,0.0
0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,855.0144646963968,0.0,134.0,0.0,0.0,1.0,0.0
623.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,134.0,489.0,76.0,0.0,0.0,489.0,0.0,0.0,623.0,0.0,0.0,0.0,0.0,0.0,0.0,623.0,1058.8424449178592,134.0,134.0,0.0,1.0,1.0,0.0
0.0,1.0,167.0,94.0,1.0,0.0,0.0,141.0,167.0,0.0,201.0,77.0,58.0,0.0,0.0,76.0,0.0,0.0,472.0,0.0,1.0,472.0,167.0,0.0,472.0,0.0,877.1366391577208,395.0,395.0,94.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,842.8806266215569,0.0,134.0,0.0,0.0,1.0,0.0
0.0,4.0,125.0,288.0,4.0,0.0,0.0,413.0,126.0,0.0,208.0,888.0,86.0,0.0,0.0,888.0,0.0,0.0,1440.0,0.0,1.0,1440.0,125.0,0.0,1440.0,0.0,1311.2057773497963,552.0,552.0,288.0,0.0,1.0,0.0
0.0,6.0,356.0,246.0,6.0,0.0,0.0,369.0,356.0,0.0,279.0,446.0,55.0,0.0,0.0,445.0,0.0,0.0,1234.0,0.0,1.0,1234.0,356.0,0.0,1234.0,0.0,1195.4706195343422,788.0,788.0,247.0,0.0,1.0,0.0
623.0,1.0,51.0,0.0,1.0,1.0,0.0,0.0,52.0,0.0,185.0,438.0,76.0,204.0,204.0,438.0,0.0,0.0,623.0,0.0,0.0,0.0,51.0,0.0,0.0,623.0,1037.99095902706,185.0,185.0,0.0,1.0,1.0,0.0
0.0,1.0,73.0,0.0,1.0,0.0,0.0,0.0,74.0,0.0,201.0,26.0,29.0,0.0,0.0,26.0,0.0,1.0,233.0,0.0,0.0,0.0,73.0,0.0,0.0,233.0,854.7957613904448,207.0,207.0,0.0,0.0,1.0,0.0
0.0,2.0,0.0,104.0,2.0,0.0,0.0,104.0,0.0,0.0,134.0,594.0,76.0,0.0,0.0,594.0,0.0,0.0,832.0,310.0,1.0,522.0,0.0,1.0,522.0,310.0,1120.1262140406177,238.0,238.0,104.0,1.0,1.0,0.0
0.0,1.0,407.0,145.0,1.0,0.0,0.0,218.0,0.0,0.0,201.0,43.0,89.0,0.0,0.0,42.0,0.0,0.0,729.0,0.0,1.0,729.0,407.0,0.0,729.0,0.0,862.2427206800836,686.0,686.0,146.0,0.0,1.0,0.0
0.0,3.0,417.0,13.0,3.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,1.0,68.0,0.0,0.0,68.0,0.0,874.5952619904158,68.0,585.0,14.0,0.0,1.0,0.0
0.0,2.0,417.0,0.0,2.0,0.0,0.0,0.0,417.0,0.0,157.0,24.0,52.0,0.0,0.0,24.0,0.0,0.0,575.0,0.0,0.0,0.0,417.0,0.0,0.0,575.0,865.4402076195233,551.0,551.0,0.0,0.0,1.0,0.0
0.0,2.0,100.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,855.0144646963969,0.0,276.0,0.0,0.0,1.0,0.0
0.0,1.0,65.0,0.0,1.0,0.0,0.0,0.0,65.0,0.0,130.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,842.8806266215569,130.0,199.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,134.0,644.0,95.0,0.0,0.0,644.0,0.0,0.0,778.0,0.0,0.0,0.0,0.0,0.0,0.0,778.0,1058.8424449178592,134.0,134.0,0.0,0.0,1.0,0.0
0.0,4.0,417.0,0.0,4.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,310.0,310.0,0.0,0.0,171.0,1.0,0.0,310.0,915.027545147168,310.0,556.0,0.0,1.0,1.0,0.0
